word,emotion,pleasantness,attention,aptitude,sensitivity,sentiment,afinn_score,color,orientation,subjectivity
inconsistent,,-0.93,0.0,0.515,-0.78,negative,,,,weak
inconsistently,,-0.93,0.0,0.515,-0.78,negative,,,,
inconsolable,,-0.57,0.0,0.806,-0.89,negative,,,,strong
inconsolably,,,,,,negative,,,,strong
inconspicuous,,-0.91,0.0,0.0,-0.95,negative,,white,,
inconspicuously,,0.84,0.899,0.0,0.0,positive,,,,
inconstancy,,0.667,-0.71,0.0,0.775,positive,,,,
inconstant,,-0.53,0.0,0.902,-0.73,negative,,,,strong
incontestable,,0.992,0.754,0.0,0.0,positive,,,,strong
incontestably,,0.992,0.754,0.0,0.0,positive,,,,
incontinence,surprise,0.992,-0.8,0.0,0.584,positive,,yellow,,
incontinency,,-0.76,0.0,0.995,-0.94,negative,,,,
incontinent,,-0.61,0.0,0.732,-0.59,negative,,,,
incontinently,,-0.6,0.0,0.761,-0.84,negative,,,,
incontrovertibility,,0.895,-0.59,0.0,0.644,positive,,,,
incontrovertible,,0.8,0.0,0.0,0.891,positive,,,,strong
incontrovertibly,,0.889,0.0,0.894,0.0,positive,,,,
inconvenience,,-0.98,0.0,0.0,-0.97,negative,-2,,,strong
inconvenienced,,-0.78,-0.84,0.0,0.0,negative,,,,
inconveniency,,0.902,-0.72,0.0,0.919,positive,,,,
inconvenient,anger,-0.86,0.0,-0.72,0.0,negative,-2,,,strong
inconveniently,,-0.87,0.0,-0.72,0.0,negative,,,,strong
inconvertibility,,-0.64,0.0,0.805,-0.57,negative,,,,
incoordination,,0.0,0.0,-0.17,0.0,negative,,,,
incorporate,,0.724,0.0,0.0,0.89,positive,,,,
incorporation,,0.0,0.357,-0.11,0.321,positive,,green,,
incorporeal,,-0.53,0.0,0.637,-0.92,negative,,,,
incorporeality,,-0.95,0.0,0.909,-0.97,negative,,,,
incorrect,,-0.65,0.0,0.513,-0.53,negative,,,,weak
incorrectly,,-0.73,0.0,-0.95,0.0,negative,,,,strong
incorrectness,,-0.88,0.0,0.705,-0.86,negative,,,,
incorrigible,,0.0,-0.17,0.0,0.0,negative,,,,strong
incorrigibly,,0.0,-0.17,0.0,0.0,negative,,,,strong
incorrupt,,0.0,0.0,0.901,0.718,positive,,,,
incorruptibility,,0.8,-0.9,0.0,0.675,positive,,,,
incorruptible,,-0.02,0.078,0.0,0.08,positive,,,,strong
increase,,0.695,0.0,0.0,0.899,positive,1,red,active,
increased,,,,,,positive,1,,,
increasing,,,,,,,,,,weak
increasingly,,,,,,,,,,weak
increasinlgy,,0.087,-0.07,0.062,0.0,positive,,,,
incredibility,,0.536,-0.71,0.0,0.533,positive,,,,
incredible,,0.0,0.0,0.958,0.964,positive,,,,strong
incredibly,,,,,,positive,,,,strong
incredulity,,0.911,-0.76,0.0,0.802,positive,,,,
incredulous,anger,0.0,0.0,-0.73,-0.93,negative,,,,strong
incredulously,,0.984,0.727,0.0,0.0,negative,,,,strong
increment,,0.695,0.0,0.0,0.899,positive,,,,
incremental,,0.695,0.0,0.0,0.899,positive,,,,
incrementalism,,0.527,-0.8,0.0,0.705,positive,,,,
incrementality,,0.929,-0.71,0.0,0.605,positive,,,,
incrementally,,0.74,0.0,0.0,0.949,positive,,,,
incriminate,,-0.7,0.0,0.905,-0.84,negative,,,,
incrimination,fear,-0.7,0.0,0.874,-0.75,negative,,,,
incrust,,-0.6,0.156,0.219,-0.5,negative,,,,
incrustation,,0.033,0.0,0.013,0.064,positive,,,,
incubate,,0.024,0.0,0.0,0.074,positive,,,,
incubus,disgust,,,,,negative,,black,,
inculcate,,0.791,0.0,0.705,0.0,negative,,,,strong
inculcation,,1.0,0.0,0.798,0.0,positive,,,,
inculpability,,0.816,0.0,0.908,0.0,positive,,,,
inculpable,,-0.83,0.0,0.0,-0.95,negative,,,,
inculpate,,-0.95,0.0,0.669,-0.86,negative,,,,
inculpation,,-0.7,0.0,0.874,-0.75,negative,,,,
inculpatory,,-0.82,0.0,0.81,-0.61,negative,,,,
incumbent,,-0.78,-0.84,0.0,0.0,negative,,,,
incumbranc,,-0.8,0.0,-0.85,0.0,negative,,,,
incumbrance,,-0.83,0.0,0.0,-0.93,negative,,,,
incur,,0.948,0.0,0.0,0.898,negative,,grey,active,
incurable,anger,-0.83,0.0,0.0,0.0,negative,,black,,
incurably,,-0.66,0.0,0.975,-0.56,negative,,,,
incurrence,,-0.84,0.0,0.0,-0.82,negative,,,,
incurrent,,-0.93,0.0,0.607,-0.67,negative,,,,
incursion,fear,-0.98,0.0,0.0,-0.97,negative,,,,
incursive,,0.0,0.0,0.972,-0.9,positive,,,,
indapamide,,-0.76,0.0,0.681,-0.57,negative,,,,
indebted,,,,,,positive,,,passive,weak
indecency,anger,-0.52,0.0,0.648,-0.96,negative,,,,strong
indecent,disgust,0.0,0.0,0.0,-0.95,negative,,red,,strong
indecently,,,,,,negative,,,,strong
indecipherable,,-0.98,0.0,0.0,-0.97,negative,,,,
indecision,,-0.45,0.0,0.0,0.0,negative,,,passive,strong
indecisive,,0.778,-0.5,0.0,0.517,negative,-2,,passive,strong
indecisively,,,,,,negative,,,,strong
indecisiveness,,0.0,-0.33,0.0,0.0,negative,,,passive,
indeclinable,,-0.82,0.0,0.81,-0.61,negative,,,,
indecomposable,,0.552,-0.58,0.0,0.762,positive,,,,
indecorous,,0.0,0.0,-0.92,-0.82,negative,,,,
indecorum,,0.926,0.937,0.0,0.975,negative,,,,strong
indeed,,,,,,,,,,strong
indef,,-0.82,0.0,0.0,-1.0,negative,,,,
indefatigability,,-0.94,0.0,0.745,-0.97,negative,,,,
indefatigable,,0.481,0.663,-0.25,0.24,positive,,,,strong
indefatigably,,0.716,0.0,0.735,0.0,positive,,,,
indefeasible,,0.0,0.0,0.84,0.729,positive,,,,
indefensible,fear,-0.73,0.0,0.846,-0.68,negative,,,,strong
indeff,,-0.82,0.0,0.0,-1.0,negative,,,,
indefinable,,0.0,0.0,-0.84,-0.83,negative,,,,
indefinite,,-0.61,0.0,0.856,-0.82,negative,,,passive,weak
indefinitely,,-0.79,0.0,-0.73,0.0,negative,,,,weak
indehiscent,,-0.05,0.079,0.0,0.071,positive,,,,
indelible,trust,-0.88,0.0,0.0,-0.7,positive,,black,,strong
indelibly,,-0.88,0.0,0.0,-0.7,positive,,,,strong
indelicacy,,-0.69,0.0,0.597,-0.56,negative,,,,
indelicate,,0.0,0.0,-0.93,-0.91,negative,,,,strong
indelicately,,0.0,0.0,-0.94,-0.91,negative,,,,
indelicateness,,0.0,0.0,-0.94,-0.91,negative,,,,
indemnification,,-0.88,0.0,0.51,-0.91,negative,,brown,,
indemnify,,-0.73,0.0,0.0,-0.83,negative,,grey,,
indemnitee,,-0.88,0.0,0.51,-0.91,negative,,,,
indemnity,trust,-0.82,0.0,0.672,-0.54,positive,,,,
indemonstrable,,-0.86,0.0,0.0,-0.89,negative,,,,
indent,trust,-0.55,0.0,0.963,-0.99,negative,,,,
indentation,,0.0,0.0,0.0,-0.66,negative,,grey,,
indenter,,0.0,0.0,0.0,-0.66,negative,,,,
indention,,0.0,0.0,0.0,-0.66,negative,,,,
indenture,anger,0.859,0.0,0.0,0.71,negative,,,,
independence,anticipation,0.0,0.0,0.827,0.0,positive,,blue,,weak
independency,,0.0,0.0,0.827,0.0,positive,,,,
independent,,0.868,0.0,0.863,0.0,positive,,,,weak
independently,,0.584,-0.94,0.0,0.921,positive,,,,
indescribable,,0.0,0.0,-0.83,-0.84,positive,,,,strong
indescribably,,-0.98,0.0,0.0,-0.97,positive,,,,strong
indesign,,0.068,0.0,0.034,0.076,positive,,,,
indestructibility,,0.8,-0.9,0.0,0.675,positive,,,,
indestructible,trust,-0.02,0.078,0.0,0.08,positive,2,grey,,strong
indeterminable,,-0.73,0.0,0.0,-0.8,negative,,,,weak
indeterminably,,,,,,negative,,,,weak
indeterminacy,,0.973,-0.77,0.0,0.983,positive,,,,
indeterminate,,-0.64,0.0,0.576,-0.83,negative,,grey,,weak
indetermination,,-0.57,0.0,0.713,-0.64,negative,,,,
indeterminism,,0.0,0.0,0.813,0.779,positive,,,,
indeterminist,,-0.91,0.0,0.795,-0.94,negative,,,,
indeterministic,,0.983,-0.8,0.0,0.966,positive,,,,
index,,0.0,0.0,0.711,0.975,positive,,white,,
indexical,,0.904,-0.58,0.0,0.736,positive,,,,
indexicality,,0.904,-0.58,0.0,0.736,positive,,,,
indicate,,0.0,0.276,-0.17,0.375,positive,,,,
indication,,,,,,,,,,weak
indicative,,,,,,positive,,,,strong
indicator,,0.0,0.276,-0.17,0.375,positive,,,,
indice,,,,,,,,white,,
indict,anger,-0.99,0.0,0.581,-0.97,negative,,,,
indictability,,-0.98,0.0,0.657,-0.95,negative,,,,
indictable,,-0.74,0.0,0.0,-0.95,negative,,,,
indictment,fear,,,,,negative,,,,
indie,,0.95,0.825,0.0,0.0,positive,,,,
indifference,anger,0.0,0.0,0.709,-0.92,negative,-2,grey,passive,strong
indifferent,,0.0,0.0,0.952,-0.96,negative,-2,,,strong
indifferentism,,-0.94,0.0,0.687,-0.75,negative,,,,
indifferently,,-0.89,0.0,0.0,-0.88,negative,,,,
indigence,,-0.73,0.0,0.872,-0.97,negative,,,,
indigency,,0.0,0.0,-0.86,-0.95,negative,,,,
indigeneity,,0.858,-0.89,0.0,0.719,positive,,,,
indigenous,,,,,,,,brown,,
indigent,sadness,0.0,0.0,-0.86,-0.95,negative,,grey,,weak
indigestible,,0.0,0.0,-1.0,-0.86,negative,,,,
indigestion,,-0.59,0.0,0.911,-0.83,negative,,,,
indignant,anger,-0.13,0.146,0.623,-0.63,negative,-2,,,strong
indignantly,,-0.13,0.145,0.625,-0.63,negative,,,,strong
indignation,anger,-0.13,0.145,0.625,-0.63,negative,-2,,,strong
indignity,,-0.92,0.0,0.699,-0.93,negative,,,,strong
indigo,,0.902,0.0,0.0,0.851,positive,,blue,,
indigotin,,0.902,0.0,0.0,0.851,positive,,,,
indirect,,,,,,,,,,weak
indirectly,,-0.98,0.0,0.0,-0.97,negative,,,,
indirubin,,0.902,0.0,0.0,0.851,positive,,,,
indiscernibility,,0.534,-0.86,0.0,0.676,positive,,,,
indiscernible,,-0.99,0.0,0.798,-0.71,negative,,,,weak
indiscipline,,-0.83,0.0,0.531,-0.59,negative,,,,
indiscreet,,-0.92,0.0,0.876,-0.96,negative,,,,strong
indiscreetly,,-0.92,0.0,0.876,-0.96,negative,,,,strong
indiscreetness,,-0.89,0.0,-0.92,-0.81,negative,,,,
indiscrete,,-0.92,0.0,0.0,-0.95,negative,,,,
indiscretion,,-0.84,0.0,0.0,-0.73,negative,,,,strong
indiscriminate,,-0.75,0.0,0.0,-0.78,negative,,,,strong
indiscriminately,,-0.74,0.0,0.0,-0.77,negative,,,,strong
indiscriminating,,,,,,negative,,,,strong
indispensability,,0.783,0.0,0.0,0.86,positive,,,,strong
indispensable,,-0.8,0.0,0.0,-0.92,positive,,,,strong
indispose,,-0.11,0.19,0.604,-0.63,positive,,,,
indisposed,,,,,,negative,,,,strong
indispositio,,0.0,-0.17,0.0,0.0,negative,,,,
indisposition,,-0.63,0.0,0.584,-0.54,negative,,,,
indisputability,,0.776,-0.66,0.0,0.778,positive,,,,
indisputable,,-0.9,0.0,0.966,-0.77,positive,,,,strong
indisputably,,-0.99,0.0,0.0,-0.89,negative,,,,
indissolubility,,0.762,0.715,0.0,0.987,positive,,,,
indissoluble,,0.0,0.0,-0.94,-0.87,negative,,,,
indissolubly,,-0.9,0.0,0.653,-0.99,negative,,,,
indistinct,,-0.95,0.0,0.892,-0.81,negative,,grey,,weak
indistinctive,,,,,,negative,,,,weak
indistinctly,,0.695,-0.83,0.0,0.959,positive,,,,
indistinctness,,0.695,-0.83,0.0,0.959,positive,,,,
indistinguishable,,0.935,-0.95,0.0,0.949,negative,,,,
indistinguishably,,-0.75,0.0,0.0,-0.78,negative,,,,
indite,,0.0,0.088,0.0,0.07,positive,,,,
indium,,-0.03,0.0,0.0,-0.09,negative,,,,
individual,,0.038,0.218,-0.11,0.188,positive,,,,
individualisation,,0.664,-0.9,0.0,0.788,positive,,,,
individualism,,0.0,0.0,0.0,0.83,positive,,,,
individualist,,0.0,0.0,-0.78,-0.78,negative,,,,
individualistic,,0.0,0.0,-0.78,-0.78,negative,,,,
individuality,,-0.98,0.0,0.0,-0.97,positive,,orange,,weak
individualization,,0.664,-0.9,0.0,0.788,positive,,,,
individualized,,,,,,positive,,,,
individually,,0.0,0.0,0.761,0.789,positive,,,,
individuate,,-0.27,0.0,-0.3,0.0,negative,,,,
individuation,,0.664,-0.9,0.0,0.788,positive,,,,
indivisibility,,0.76,0.803,0.0,0.0,positive,,,,
indivisible,trust,-0.92,0.0,0.0,-0.95,negative,,yellow,,
indivisibly,,-0.9,0.0,0.653,-0.99,negative,,,,
indocile,,0.0,-0.17,0.0,0.0,negative,,,,
indoctrinate,,-0.82,0.0,0.55,-0.91,negative,-2,,,strong
indoctrinated,,,,,,negative,-2,,,
indoctrinates,,,,,,negative,-2,,,
indoctrinating,,,,,,negative,-2,,,
indoctrination,anger,,,,,negative,,black,,strong
indolence,,-0.66,0.0,0.749,-0.54,negative,,,,
indolent,,0.0,0.0,-0.87,-0.76,negative,,brown,,strong
indolently,,-0.44,-0.15,0.0,-0.36,negative,,,,
indomitable,fear,0.473,0.655,-0.25,0.235,positive,,,,strong
indomitably,,,,,,positive,,,,strong
indoor,,0.0,0.0,0.828,0.985,positive,,,,
indorse,,0.848,0.826,0.0,0.98,positive,,,,
indorsement,,-0.76,0.0,0.0,-0.83,negative,,,,
indotriplophysa,,0.972,-0.88,0.0,0.926,positive,,,,
indri,,-0.14,-0.05,0.0,-0.12,negative,,,,
indubitability,,0.783,-0.67,0.0,0.771,positive,,,,
indubitable,,-0.69,0.0,0.516,-0.94,positive,,,,strong
indubitably,,0.992,0.754,0.0,0.0,positive,,,,strong
induce,,0.968,0.756,0.0,0.0,positive,,green,active,
induced,,0.965,0.755,0.0,0.0,positive,,,,
inducement,,0.716,0.813,0.0,0.0,positive,,,,
inducingly,,-0.88,0.0,-0.7,0.0,negative,,,,
inducive,,0.59,-0.59,0.0,0.527,positive,,,,
induct,,0.552,-0.52,0.0,0.892,positive,,,,
inductance,,0.968,0.757,0.0,0.0,positive,,,,
inductee,,0.0,0.0,0.0,0.83,positive,,,,
induction,,0.968,0.757,0.0,0.0,positive,,,,
inductive,,0.59,-0.59,0.0,0.527,positive,,,,
inductively,,-0.06,0.174,-0.13,0.141,positive,,,,
inductivism,,0.783,-0.67,0.0,0.771,positive,,,,
inductor,,0.7,0.0,0.0,0.784,positive,,,,
indue,,0.558,-0.51,0.0,0.901,positive,,,,
indulg,,0.794,0.0,0.832,0.0,positive,,,,
indulge,,-0.98,0.0,0.0,-0.97,negative,,pink,active,strong
indulgenc,,0.576,-0.58,0.0,0.988,positive,,,,
indulgence,,-0.84,0.0,0.522,-0.6,positive,,purple,,strong
indulgent,,-0.98,0.0,0.0,-0.97,positive,,,,strong
indulgently,,0.558,-0.9,0.0,0.736,positive,,,,
indult,,0.0,0.0,0.0,0.17,positive,,,,
indurate,,-0.04,-0.04,-0.04,-0.04,negative,,,,
induration,,-0.75,0.0,0.515,-0.93,negative,,,,
indusium,,0.0,0.133,0.008,0.106,positive,,,,
industrial,,0.0,0.0,-0.97,-0.92,negative,,,,
industrial-strength,,0.0,0.069,0.0,0.0,positive,,,,
industrialisation,,-0.63,0.0,0.562,-0.62,negative,,,,
industrialism,,0.0,-0.45,0.0,0.0,negative,,,,
industrialist,,0.062,0.215,-0.09,0.231,positive,,,,
industrialization,,0.0,-0.45,0.0,0.0,negative,,,,
industrious,,,,,,positive,,,,weak
industriously,,-0.72,0.0,0.709,0.0,negative,,,,
industriousness,,0.799,-0.61,0.0,0.789,positive,,,,
industry,,0.927,-0.92,0.0,0.757,positive,,grey,,
indweller,,0.9,-0.51,0.0,0.836,positive,,,,
inebriant,,0.098,-0.1,0.018,0.0,positive,,,,
inebriate,,0.645,0.637,-0.23,0.299,positive,,,,
inebriation,,-0.93,0.0,-0.99,0.0,negative,,,,
inebriety,,-0.93,0.0,-0.99,0.0,negative,,,,
inedible,,0.0,0.0,-0.79,0.0,negative,,,,
ineel,,0.864,0.0,0.0,0.796,positive,,,,
ineffability,,-0.95,0.0,0.909,-0.97,negative,,,,
ineffable,,0.0,0.0,-0.83,-0.83,positive,,,,
ineffably,,0.986,0.0,0.943,0.0,positive,,,,
ineffaceable,,-0.88,0.0,0.0,-0.7,negative,,,,
ineffective,,-0.94,0.0,0.987,-0.64,negative,-2,,,weak
ineffectively,,-0.94,0.0,0.987,-0.64,negative,-2,,,weak
ineffectiveness,,-0.5,0.0,0.807,-0.76,negative,,,,weak
ineffectual,disgust,-0.94,0.0,0.987,-0.64,negative,,brown,,weak
ineffectuality,,-0.88,0.0,0.663,-0.76,negative,,,,
ineffectually,,0.918,0.0,0.96,0.0,negative,,,,weak
ineffectualness,,-0.65,0.0,0.855,-0.78,negative,,,,weak
inefficacious,,,,,,negative,,,,strong
inefficaciousness,,-0.5,0.0,0.807,-0.76,negative,,,,
inefficacy,,-0.5,0.0,0.807,-0.76,negative,,,,strong
inefficiency,disgust,-0.55,0.0,0.843,-0.58,negative,,,,weak
inefficient,sadness,-0.94,0.0,0.987,-0.64,negative,,grey,,weak
inefficiently,,-0.6,0.0,0.761,-0.84,negative,,,,weak
inegalitarian,,0.741,0.0,0.0,0.773,positive,,,,
inelaborate,,-0.75,0.0,0.862,-0.74,negative,,,,
inelastic,,-0.09,0.0,-0.15,-0.21,negative,,,,
inelegance,,-0.95,0.0,-0.94,0.0,negative,,,,strong
inelegant,,0.0,0.0,0.0,-0.17,negative,,,,strong
inelegantly,,-0.62,0.0,0.756,-0.62,negative,,,,
ineligibility,,-0.6,0.0,0.832,-0.53,negative,,,,
ineligible,,-0.6,0.0,0.832,-0.53,negative,,,,weak
ineloquent,,,,,,negative,,,,strong
ineloquently,,,,,,negative,,,,strong
ineluctability,,-0.91,0.0,0.795,-0.94,negative,,,,
ineluctable,,0.848,0.0,0.728,0.0,positive,,,,
ineluctably,,0.722,0.0,0.0,0.873,positive,,,,
inept,anger,-0.76,0.0,0.994,-0.6,negative,,,,strong
ineptitude,disgust,0.0,-0.45,0.0,0.0,negative,,,,strong
ineptly,,0.0,0.0,-0.76,-0.78,negative,,,,strong
ineptness,,0.983,-0.63,0.0,0.697,positive,,,,
inequalities,,,,,,negative,,,,weak
inequality,anger,0.871,-0.74,0.0,0.981,negative,,,,strong
inequitable,,-0.74,0.0,0.0,-0.76,negative,,,,strong
inequitably,,-0.64,0.0,0.731,-0.52,negative,,,,strong
inequities,,,,,,negative,,,,strong
inequity,,0.871,-0.74,0.0,0.981,positive,,,,
inequivalent,,0.912,-0.75,0.0,0.512,positive,,,,
ineradicable,,-0.81,0.0,0.921,-0.8,negative,,,,
ineradicably,,-0.81,0.0,0.921,-0.8,negative,,,,
inerrable,,-0.69,0.0,0.679,-0.89,negative,,,,
inerrancy,,-0.69,0.0,0.679,-0.89,negative,,,,
inerrant,,-0.69,0.0,0.679,-0.89,negative,,,,
inert,,-0.54,0.0,0.868,-0.96,negative,,grey,,
inertia,,-0.7,0.0,0.569,-0.88,negative,,grey,,weak
inescapability,,-0.55,0.0,0.741,-0.76,negative,,,,
inescapable,,0.0,0.0,-0.95,-0.88,negative,,,,strong
inescapably,,0.722,0.0,0.0,0.873,negative,,,,strong
inescutcheon,,-0.6,0.0,0.523,-0.95,negative,,,,
inessential,,-0.71,0.0,0.711,0.0,negative,,,,strong
inessive,,-0.82,0.0,0.81,-0.61,negative,,,,
inestimable,,0.0,0.0,0.903,0.983,positive,,,,strong
inestimably,,0.0,0.0,0.893,0.977,positive,,,,strong
inetd,,0.0,0.0,-0.73,-0.87,negative,,,,
inevitability,,-0.91,0.0,0.795,-0.94,negative,,,,
inevitable,,0.0,0.0,-0.95,-0.88,negative,,,,strong
inevitably,,0.722,0.0,0.0,0.873,negative,,,,strong
inexact,,-0.71,0.0,0.8,-0.69,negative,,,,weak
inexactly,,-0.86,0.0,0.0,-0.74,negative,,,,
inexcusable,anger,-0.73,0.0,0.846,-0.68,negative,,black,,strong
inexcusably,,0.0,0.719,-0.93,0.0,negative,,,,strong
inexhaustible,,-0.73,0.0,-0.84,0.0,negative,,,,
inexhaustibly,,0.716,0.0,0.735,0.0,positive,,,,
inexorability,,0.0,0.0,0.875,0.963,positive,,,,
inexorable,,-0.8,0.0,0.507,-0.76,negative,,,,strong
inexorably,,-0.8,0.0,0.507,-0.76,negative,,,,strong
inexpediency,,0.747,-0.88,0.0,0.598,positive,,,,
inexpedient,,-0.87,0.0,0.0,-0.73,negative,,,,
inexpensive,,0.0,0.0,-0.85,-0.79,positive,,green,,weak
inexpensively,,0.0,0.0,-0.85,-0.79,negative,,,,
inexperience,,0.0,0.0,0.0,-0.33,negative,,,,weak
inexperienced,,-0.93,0.0,-0.92,0.0,negative,,green,,weak
inexpert,,-0.94,0.0,-0.93,0.0,negative,,,,weak
inexpertly,,,,,,negative,,,,weak
inexpiable,,-0.53,0.0,0.901,-0.51,negative,,,,strong
inexplainable,,,,,,negative,,,,strong
inexplicable,surprise,-0.87,0.0,0.681,-0.82,negative,,,,strong
inexplicably,,-0.98,0.0,0.0,-0.97,negative,,,,
inexplicit,,0.899,0.0,0.0,0.925,positive,,,,
inexplicitness,,-0.58,0.0,0.871,-0.7,negative,,,,
inexpressible,,0.0,0.0,-0.83,-0.83,negative,,,,
inexpressibly,,-0.86,0.0,0.632,-0.66,negative,,,,
inexpressive,,-0.94,0.0,0.636,-0.74,negative,,,,
inexpugnable,,0.702,-0.95,0.0,0.997,positive,,,,
inextinguishable,,0.0,0.0,-0.88,-0.93,negative,,,,
inextricable,,0.0,0.0,-0.94,-0.87,negative,,,,strong
inextricably,,0.731,0.0,0.0,0.883,negative,,,,strong
infallibility,trust,-0.74,0.0,0.523,-0.72,positive,,,,strong
infallible,,0.0,0.0,0.841,0.874,positive,,,,strong
infallibly,,0.677,-0.75,0.0,0.65,positive,,,,strong
infamous,anger,0.0,0.0,0.0,-0.45,negative,,black,,strong
infamously,,0.0,0.0,0.844,0.971,negative,,,,strong
infamy,sadness,-0.97,0.0,-0.96,0.0,negative,,,,strong
infancy,,0.717,0.0,0.0,0.725,positive,,,,
infant,anticipation,0.792,0.0,0.833,0.0,positive,,,,
infanticide,anger,-0.78,0.0,0.0,-0.9,negative,,black,,
infantile,anger,0.976,0.0,0.702,0.0,negative,,white,,
infantilism,,-0.84,0.0,0.882,-0.82,negative,,,,
infantine,,0.806,0.0,0.0,0.0,positive,,,,
infantry,,-0.83,0.0,-0.85,0.0,negative,,,,
infantryman,,0.833,-0.97,0.0,0.91,positive,,,,
infarct,fear,-0.9,0.0,0.0,-0.71,negative,,,,
infarction,,-0.9,0.0,0.0,-0.71,negative,,,,
infatuated,,,,,,positive,2,,,strong
infatuation,,0.806,0.0,0.0,0.909,positive,2,pink,,
infeasibility,,-0.98,0.0,0.666,-0.94,negative,,,,
infeasible,,-0.8,0.0,-0.8,-0.96,negative,,,,
infect,disgust,-0.08,0.0,-0.1,-0.17,negative,,,active,
infected,,-0.66,0.0,0.994,-0.62,negative,-2,,,weak
infection,fear,0.0,-0.17,0.0,0.0,negative,,,,
infections,,,,,,negative,,,,
infectious,disgust,-0.99,0.0,-0.85,0.0,negative,,green,,weak
infectiously,,0.512,0.658,-0.25,0.256,positive,,,,
infective,,-0.9,0.0,-0.96,0.0,negative,,,,
infectivity,,0.985,0.0,0.0,0.781,positive,,,,
infelicitous,,-0.76,0.0,0.994,-0.6,negative,,,,
infer,,0.0,0.0,0.167,0.0,positive,,,active,strong
inference,,-0.97,0.0,0.0,-0.74,positive,,yellow,,weak
inferential,,0.674,-0.9,0.0,0.8,positive,,grey,,
inferior,sadness,-0.13,-0.05,0.0,-0.13,negative,-2,grey,,strong
inferiority,,0.0,0.0,0.0,-0.33,negative,,,,strong
infernal,,-0.93,0.0,-0.9,0.0,negative,,,,strong
inferno,anger,,,,,negative,,red,,
infertile,,-0.98,0.0,0.441,-0.96,negative,,black,,
infertility,sadness,0.0,0.0,0.958,-0.88,negative,,black,,
infest,,-0.95,0.0,0.0,-0.74,negative,,,active,weak
infestation,disgust,0.0,0.0,-0.93,-0.99,negative,,brown,,
infested,,,,,,negative,,,,weak
infidel,anger,0.0,0.0,0.0,-0.77,negative,,,,strong
infidelity,anger,-0.94,0.0,0.944,-0.9,negative,,,,
infidels,,,,,,negative,,,,strong
infield,,0.021,0.0,0.0,0.054,positive,,,,
infielder,,-0.92,0.0,0.765,-0.85,negative,,,,
infighting,,0.0,0.0,0.813,0.81,positive,,,,
infiltrate,,0.645,-0.64,0.0,0.622,positive,,,,
infiltration,,0.89,-0.62,0.0,0.548,negative,,,active,
infiltrative,,-0.88,0.0,0.774,-0.99,negative,,,,
infiltrator,,0.645,-0.64,0.0,0.622,negative,,,,weak
infiltrators,,,,,,negative,,,,weak
infinitary,,0.761,0.603,-0.21,0.333,positive,,,,
infinite,,0.83,0.0,0.0,0.0,positive,,white,,
infinitely,,0.789,0.0,0.902,0.0,positive,,blue,,
infinitesimal,,0.0,0.0,0.0,-0.09,negative,,,,
infinitival,,0.0,0.0,0.736,0.858,positive,,,,
infinitive,,-0.82,0.0,0.81,-0.61,negative,,,,
infinitude,,-0.8,0.0,0.761,-0.7,negative,,,,
infinitum,,0.677,-0.75,0.0,0.65,positive,,,,
infinity,anticipation,0.789,0.0,0.902,0.0,positive,,,,
infirm,,-0.72,0.0,-0.76,0.0,negative,,,,strong
infirmary,,-0.04,0.0,-0.12,-0.22,negative,,red,,
infirmity,fear,-0.9,0.0,-0.87,0.0,negative,,,,
infix,,-0.55,0.0,0.963,-0.99,negative,,,,
inflame,,0.0,0.0,-0.45,0.0,negative,,,active,strong
inflamed,,,,,,negative,-2,,,
inflammable,,-0.85,0.0,0.0,-0.88,negative,,,,
inflammation,,-0.99,0.0,0.964,-0.7,negative,,red,,
inflammatory,,0.874,0.922,0.0,0.0,negative,,,,strong
inflammed,,,,,,negative,,,,
inflatable,,-0.61,0.0,0.519,-0.96,negative,,,,
inflate,,0.836,0.0,0.911,0.0,positive,,,,
inflated,,0.587,-0.82,0.0,0.766,negative,,white,,weak
inflation,fear,0.0,0.0,-0.8,-0.8,negative,,green,,
inflationary,,0.0,0.0,-0.79,-0.79,negative,,,,weak
inflator,,-0.82,0.0,0.834,-0.67,negative,,,,
inflection,,-0.61,0.0,0.73,-0.85,negative,,,,
inflectional,,0.0,0.0,0.736,0.858,positive,,,,
inflexibility,,-0.5,0.0,0.807,-0.76,negative,,,,
inflexible,,-0.8,0.0,0.507,-0.76,negative,,,,strong
inflexibly,,-0.8,0.0,0.507,-0.76,negative,,,,
inflict,anger,-0.59,0.0,0.883,-0.74,negative,,,active,strong
infliction,fear,0.0,0.0,-0.17,0.0,negative,,black,,
inflorescence,,-0.96,0.0,0.615,-0.73,negative,,,,
influenc,,0.69,-0.8,0.0,0.656,positive,,,,
influence,,-0.98,0.0,0.0,-0.97,negative,,,active,weak
influential,trust,0.923,-0.54,0.0,0.633,positive,2,,,weak
influenza,,-0.45,0.0,0.0,0.0,negative,,,,
influx,,-0.86,0.0,0.503,-0.65,negative,,,,
info,,0.0,0.44,0.0,0.0,positive,,,,
infobahn,,-0.9,0.0,0.0,-0.72,negative,,,,
infobox,,0.042,0.225,-0.1,0.191,positive,,,,
infomercial,,-0.98,0.0,0.0,-0.97,negative,,,,
inform,trust,0.806,-0.57,0.0,0.747,positive,,,active,
informal,,-0.86,0.0,-0.86,0.0,negative,,,,
informalism,,0.93,-0.93,0.0,0.771,positive,,,,
